Colonne1;NOM;TACHE;COULEUR;TOUCHE;REPONSE;TEMPS;COTE;SIMON;TEXTE;STROOP
4;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;680;Cote_Droit;Incompatible;CENTRE;Neutre
5;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;796;Cote_Gauche;Incompatible;GAUCHE;Incongruent
6;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;566;Centre;Neutre;GAUCHE;Congruent
7;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;771;Cote_Gauche;Incompatible;DROITE;Congruent
8;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;727;Cote_Droit;Incompatible;DROITE;Incongruent
9;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;737;Cote_Droit;Compatible;DROITE;Congruent
10;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;549;Cote_Droit;Compatible;DROITE;Congruent
11;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;632;Cote_Droit;Incompatible;CENTRE;Neutre
12;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;560;Cote_Droit;Incompatible;CENTRE;Neutre
13;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;500;Cote_Droit;Incompatible;GAUCHE;Congruent
14;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;621;Cote_Droit;Compatible;CENTRE;Neutre
15;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;780;Cote_Gauche;Incompatible;DROITE;Congruent
16;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;654;Centre;Neutre;GAUCHE;Incongruent
17;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;735;Centre;Neutre;CENTRE;Neutre
18;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;426;Centre;Neutre;CENTRE;Neutre
19;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;462;Centre;Neutre;CENTRE;Neutre
20;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;443;Centre;Neutre;DROITE;Incongruent
21;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;568;Cote_Droit;Incompatible;DROITE;Incongruent
22;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;988;Cote_Droit;Compatible;DROITE;Congruent
23;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;762;Cote_Gauche;Compatible;DROITE;Incongruent
24;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;676;Cote_Gauche;Compatible;GAUCHE;Congruent
25;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;979;Cote_Gauche;Incompatible;CENTRE;Neutre
26;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;708;Centre;Neutre;CENTRE;Neutre
27;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;534;Cote_Gauche;Incompatible;DROITE;Congruent
28;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;867;Cote_Droit;Incompatible;GAUCHE;Congruent
29;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;703;Centre;Neutre;CENTRE;Neutre
30;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;609;Centre;Neutre;DROITE;Incongruent
31;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;493;Centre;Neutre;CENTRE;Neutre
32;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;621;Cote_Gauche;Compatible;DROITE;Incongruent
33;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;436;Cote_Gauche;Compatible;CENTRE;Neutre
34;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;519;Cote_Droit;Incompatible;CENTRE;Neutre
35;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;723;Cote_Gauche;Incompatible;GAUCHE;Incongruent
36;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;406;Cote_Droit;Compatible;DROITE;Congruent
37;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;487;Cote_Gauche;Compatible;CENTRE;Neutre
38;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;1392;Cote_Droit;Incompatible;CENTRE;Neutre
39;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;466;Cote_Droit;Compatible;DROITE;Congruent
40;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;606;Cote_Gauche;Incompatible;DROITE;Congruent
41;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;471;Cote_Gauche;Incompatible;DROITE;Congruent
42;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;1767;Cote_Droit;Compatible;CENTRE;Neutre
43;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;503;Cote_Gauche;Compatible;DROITE;Incongruent
44;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;406;Centre;Neutre;GAUCHE;Congruent
45;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;470;Centre;Neutre;GAUCHE;Congruent
46;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;538;Cote_Gauche;Incompatible;CENTRE;Neutre
47;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;2282;Cote_Gauche;Compatible;GAUCHE;Congruent
48;sujet2;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;1167;Cote_Droit;Compatible;GAUCHE;Incongruent
49;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;924;Cote_Gauche;Incompatible;GAUCHE;Incongruent
50;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;589;Cote_Gauche;Incompatible;DROITE;Congruent
51;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;623;Cote_Gauche;Compatible;DROITE;Incongruent
52;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;558;Cote_Droit;Incompatible;DROITE;Incongruent
53;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;447;Centre;Neutre;DROITE;Congruent
54;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;509;Centre;Neutre;GAUCHE;Congruent
55;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;500;Cote_Gauche;Incompatible;CENTRE;Neutre
56;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;854;Cote_Gauche;Incompatible;GAUCHE;Incongruent
57;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;524;Cote_Gauche;Incompatible;CENTRE;Neutre
58;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;453;Centre;Neutre;CENTRE;Neutre
59;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;460;Centre;Neutre;DROITE;Congruent
60;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;477;Centre;Neutre;GAUCHE;Congruent
61;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;434;Cote_Gauche;Compatible;CENTRE;Neutre
62;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;358;Cote_Gauche;Compatible;DROITE;Incongruent
63;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;343;Cote_Gauche;Compatible;GAUCHE;Congruent
64;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;367;Cote_Gauche;Compatible;GAUCHE;Congruent
65;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;424;Cote_Droit;Compatible;GAUCHE;Incongruent
66;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;492;Centre;Neutre;CENTRE;Neutre
67;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;670;Cote_Droit;Incompatible;DROITE;Incongruent
68;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;513;Cote_Gauche;Incompatible;GAUCHE;Incongruent
69;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;450;Cote_Gauche;Incompatible;GAUCHE;Incongruent
70;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;412;Centre;Neutre;GAUCHE;Incongruent
71;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;512;Cote_Droit;Incompatible;GAUCHE;Congruent
72;sujet2;Simon-Stroop-evaluation;O;TOUCHE_DROITE;0;438;Cote_Droit;Incompatible;DROITE;Incongruent
73;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;289;Cote_Gauche;Compatible;GAUCHE;Congruent
74;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;399;Cote_Gauche;Compatible;CENTRE;Neutre
75;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;309;Cote_Gauche;Compatible;GAUCHE;Congruent
76;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;567;Centre;Neutre;DROITE;Congruent
77;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;566;Centre;Neutre;CENTRE;Neutre
78;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;682;Centre;Neutre;DROITE;Congruent
79;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;717;Centre;Neutre;CENTRE;Neutre
80;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;452;Centre;Neutre;DROITE;Incongruent
81;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;401;Centre;Neutre;CENTRE;Neutre
82;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;571;Cote_Droit;Incompatible;CENTRE;Neutre
83;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;614;Centre;Neutre;GAUCHE;Incongruent
84;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;1048;Centre;Neutre;GAUCHE;Incongruent
85;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;1864;Cote_Gauche;Incompatible;CENTRE;Neutre
86;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;901;Cote_Gauche;Compatible;CENTRE;Neutre
87;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;432;Centre;Neutre;DROITE;Congruent
88;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;418;Centre;Neutre;GAUCHE;Congruent
89;sujet2;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;822;Cote_Droit;Compatible;GAUCHE;Incongruent
90;sujet2;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;548;Cote_Droit;Compatible;CENTRE;Neutre
91;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;621;Cote_Droit;Incompatible;GAUCHE;Congruent
92;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;442;Cote_Droit;Compatible;CENTRE;Neutre
93;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;537;Cote_Gauche;Compatible;DROITE;Incongruent
94;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;421;Cote_Droit;Compatible;DROITE;Congruent
95;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;567;Centre;Neutre;CENTRE;Neutre
96;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;453;Cote_Droit;Compatible;CENTRE;Neutre
97;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;457;Cote_Droit;Incompatible;GAUCHE;Congruent
98;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;383;Cote_Droit;Incompatible;GAUCHE;Congruent
99;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;368;Cote_Gauche;Incompatible;CENTRE;Neutre
100;sujet2;Simon-Stroop-evaluation;O;TOUCHE_DROITE;0;431;Centre;Neutre;DROITE;Incongruent
101;sujet2;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;567;Cote_Droit;Compatible;GAUCHE;Incongruent
102;sujet2;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;495;Cote_Droit;Compatible;CENTRE;Neutre
103;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;930;Centre;Neutre;DROITE;Incongruent
104;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;986;Centre;Neutre;DROITE;Incongruent
105;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;384;Cote_Droit;Compatible;GAUCHE;Incongruent
106;sujet2;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;606;Cote_Droit;Incompatible;DROITE;Incongruent
107;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;426;Centre;Neutre;GAUCHE;Incongruent
108;sujet2;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;458;Centre;Neutre;DROITE;Congruent
1;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;413;Cote_Gauche;Compatible;CENTRE;Neutre
2;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;298;Centre;Neutre;DROITE;Incongruent
3;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;350;Cote_Gauche;Compatible;DROITE;Incongruent
4;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;387;Cote_Gauche;Incompatible;GAUCHE;Incongruent
5;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;397;Centre;Neutre;DROITE;Incongruent
6;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;347;Cote_Droit;Compatible;GAUCHE;Incongruent
7;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;399;Centre;Neutre;GAUCHE;Congruent
8;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;382;Cote_Droit;Compatible;GAUCHE;Incongruent
9;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;402;Cote_Gauche;Compatible;GAUCHE;Congruent
10;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;296;Cote_Gauche;Compatible;DROITE;Incongruent
11;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;311;Centre;Neutre;DROITE;Incongruent
12;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;270;Centre;Neutre;GAUCHE;Congruent
13;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;204;Cote_Gauche;Compatible;GAUCHE;Congruent
14;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;186;Centre;Neutre;CENTRE;Neutre
15;sujet3;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;264;Centre;Neutre;GAUCHE;Incongruent
16;sujet3;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;325;Cote_Gauche;Incompatible;CENTRE;Neutre
17;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;489;Cote_Gauche;Compatible;GAUCHE;Congruent
18;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;392;Cote_Gauche;Incompatible;CENTRE;Neutre
19;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;537;Cote_Droit;Incompatible;CENTRE;Neutre
20;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;264;Centre;Neutre;CENTRE;Neutre
21;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;334;Cote_Gauche;Compatible;CENTRE;Neutre
22;sujet3;Simon-Stroop-evaluation;O;TOUCHE_DROITE;0;310;Cote_Droit;Incompatible;GAUCHE;Congruent
23;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;529;Cote_Gauche;Incompatible;CENTRE;Neutre
24;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;276;Centre;Neutre;CENTRE;Neutre
25;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;288;Centre;Neutre;DROITE;Congruent
26;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;308;Centre;Neutre;DROITE;Congruent
27;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;317;Cote_Gauche;Compatible;CENTRE;Neutre
28;sujet3;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;245;Centre;Neutre;CENTRE;Neutre
29;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;359;Centre;Neutre;DROITE;Congruent
30;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;341;Cote_Gauche;Compatible;GAUCHE;Congruent
31;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;300;Cote_Gauche;Compatible;DROITE;Incongruent
32;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;516;Cote_Droit;Incompatible;CENTRE;Neutre
33;sujet3;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;318;Cote_Gauche;Incompatible;DROITE;Congruent
34;sujet3;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;271;Cote_Gauche;Incompatible;GAUCHE;Incongruent
35;sujet3;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;445;Centre;Neutre;CENTRE;Neutre
36;sujet3;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;356;Cote_Gauche;Incompatible;GAUCHE;Incongruent
37;sujet3;Simon-Stroop-evaluation;O;TOUCHE_DROITE;0;341;Cote_Droit;Incompatible;DROITE;Incongruent
38;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;430;Cote_Droit;Compatible;DROITE;Congruent
39;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;356;Cote_Droit;Compatible;GAUCHE;Incongruent
40;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;524;Cote_Droit;Incompatible;GAUCHE;Congruent
41;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;573;Cote_Gauche;Incompatible;CENTRE;Neutre
42;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;357;Cote_Gauche;Compatible;DROITE;Incongruent
43;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;568;Centre;Neutre;GAUCHE;Incongruent
44;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;463;Cote_Droit;Incompatible;DROITE;Incongruent
45;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;457;Centre;Neutre;CENTRE;Neutre
46;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;423;Centre;Neutre;CENTRE;Neutre
47;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;408;Centre;Neutre;GAUCHE;Congruent
48;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;430;Cote_Droit;Incompatible;CENTRE;Neutre
49;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;423;Cote_Droit;Incompatible;GAUCHE;Congruent
50;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;283;Centre;Neutre;GAUCHE;Congruent
51;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;543;Cote_Droit;Compatible;CENTRE;Neutre
52;sujet3;Simon-Stroop-evaluation;O;TOUCHE_DROITE;0;224;Centre;Neutre;CENTRE;Neutre
53;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;177;Centre;Neutre;GAUCHE;Congruent
54;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;367;Cote_Droit;Compatible;DROITE;Congruent
55;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;392;Cote_Droit;Incompatible;CENTRE;Neutre
56;sujet3;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;138;Centre;Neutre;GAUCHE;Incongruent
57;sujet3;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;393;Cote_Gauche;Incompatible;DROITE;Congruent
58;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;299;Cote_Droit;Compatible;CENTRE;Neutre
59;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;351;Cote_Gauche;Compatible;CENTRE;Neutre
60;sujet3;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;322;Cote_Gauche;Incompatible;GAUCHE;Incongruent
61;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;509;Cote_Gauche;Incompatible;DROITE;Congruent
62;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;370;Cote_Gauche;Compatible;CENTRE;Neutre
63;sujet3;Simon-Stroop-evaluation;O;TOUCHE_DROITE;0;302;Centre;Neutre;DROITE;Incongruent
64;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;459;Cote_Gauche;Incompatible;DROITE;Congruent
65;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;423;Cote_Droit;Incompatible;DROITE;Incongruent
66;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;474;Cote_Gauche;Incompatible;CENTRE;Neutre
67;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;282;Cote_Droit;Compatible;CENTRE;Neutre
68;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;291;Centre;Neutre;DROITE;Congruent
69;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;360;Centre;Neutre;DROITE;Congruent
70;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;351;Centre;Neutre;CENTRE;Neutre
71;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;294;Cote_Droit;Incompatible;DROITE;Incongruent
72;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;309;Cote_Gauche;Compatible;DROITE;Incongruent
73;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;242;Cote_Gauche;Compatible;GAUCHE;Congruent
74;sujet3;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;191;Cote_Gauche;Incompatible;DROITE;Congruent
75;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;257;Cote_Droit;Compatible;CENTRE;Neutre
76;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;385;Cote_Gauche;Compatible;GAUCHE;Congruent
77;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;376;Cote_Droit;Compatible;DROITE;Congruent
78;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;345;Cote_Droit;Compatible;CENTRE;Neutre
79;sujet3;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;251;Centre;Neutre;CENTRE;Neutre
80;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;486;Cote_Droit;Incompatible;GAUCHE;Congruent
81;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;316;Cote_Gauche;Compatible;CENTRE;Neutre
82;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;373;Cote_Droit;Compatible;DROITE;Congruent
83;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;446;Centre;Neutre;GAUCHE;Incongruent
84;sujet3;Simon-Stroop-evaluation;O;TOUCHE_DROITE;0;359;Cote_Droit;Incompatible;GAUCHE;Congruent
85;sujet3;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;362;Centre;Neutre;CENTRE;Neutre
86;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;433;Centre;Neutre;CENTRE;Neutre
87;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;284;Cote_Droit;Compatible;DROITE;Congruent
88;sujet3;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;343;Cote_Gauche;Incompatible;CENTRE;Neutre
89;sujet3;Simon-Stroop-evaluation;O;TOUCHE_DROITE;0;358;Cote_Droit;Incompatible;CENTRE;Neutre
90;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;477;Centre;Neutre;DROITE;Incongruent
91;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;324;Centre;Neutre;GAUCHE;Congruent
92;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;364;Cote_Droit;Compatible;GAUCHE;Incongruent
93;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;397;Centre;Neutre;DROITE;Incongruent
94;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;325;Cote_Droit;Compatible;GAUCHE;Incongruent
95;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;294;Cote_Droit;Compatible;CENTRE;Neutre
96;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;322;Cote_Droit;Compatible;GAUCHE;Incongruent
97;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;422;Cote_Droit;Incompatible;DROITE;Incongruent
98;sujet3;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;325;Cote_Gauche;Incompatible;GAUCHE;Incongruent
99;sujet3;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;384;Centre;Neutre;GAUCHE;Incongruent
100;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;487;Cote_Droit;Incompatible;CENTRE;Neutre
101;sujet3;Simon-Stroop-evaluation;O;TOUCHE_DROITE;0;346;Cote_Droit;Incompatible;GAUCHE;Congruent
102;sujet3;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;395;Cote_Gauche;Incompatible;DROITE;Congruent
103;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;548;Cote_Droit;Incompatible;DROITE;Incongruent
104;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;332;Centre;Neutre;GAUCHE;Incongruent
105;sujet3;Simon-Stroop-evaluation;B;TOUCHE_GAUCHE;0;348;Cote_Gauche;Incompatible;GAUCHE;Incongruent
106;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;376;Cote_Droit;Compatible;DROITE;Congruent
107;sujet3;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;326;Centre;Neutre;DROITE;Congruent
108;sujet3;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;418;Cote_Gauche;Compatible;DROITE;Incongruent
1;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;524;Cote_Droit;Incompatible;GAUCHE;Congruent
2;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;596;Cote_Droit;Compatible;CENTRE;Neutre
3;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;646;Centre;Neutre;CENTRE;Neutre
4;sujet4;Simon-Stroop-evaluation;O;TOUCHE_GAUCHE;1;497;Cote_Gauche;Compatible;CENTRE;Neutre
5;sujet4;Simon-Stroop-evaluation;B;TOUCHE_DROITE;1;623;Cote_Droit;Compatible;GAUCHE;Incongruent
